fam_id,gene_name,dn,ds
Fam_384811,GUT_GENOME223553_00971,0.02528,0.05214
Fam_24078,GUT_GENOME226490_00839,0.00974146,0.016439
Fam_186078,GUT_GENOME274072_00809,0.0327357,0.208957
Fam_275534,GUT_GENOME087856_00495,0.0146,0.10177
Fam_560562,GUT_GENOME110657_01505,0.0196,0.0222
Fam_128296,GUT_GENOME217754_00635,0.0322,0.0336
Fam_435119,GUT_GENOME117452_02033,0.004,0.0216
Fam_227260,GUT_GENOME043986_00253,0.194533,0.672733
Fam_2667,GUT_GENOME258483_00046,0.079425,0.272525
Fam_124535,GUT_GENOME051177_00344,0.0115,0.0175
Fam_23461,GUT_GENOME070146_00316,0.0153392,0.0139745
Fam_475160,GUT_GENOME159537_02044,0.0109333,0.0439667
Fam_74724,GUT_GENOME011385_00694,0.0369865,0.0232189
Fam_348110,GUT_GENOME139783_00774,0,0.0824667
Fam_188298,GUT_GENOME212833_01554,0.0086,0.1974
Fam_416522,GUT_GENOME195552_01602,0,0.0523
Fam_46242,GUT_GENOME260250_01968,0.0176,0.1418
Fam_275126,GUT_GENOME051608_00158,0.108,0.0749
Fam_350247,GUT_GENOME135623_00363,0.0571,0.05
Fam_208734,GUT_GENOME164217_00471,0.019,0.0671
Fam_262502,GUT_GENOME282753_01136,0.2725,2.41075
Fam_174449,GUT_GENOME177571_04101,0.01858,0.0197
Fam_334281,GUT_GENOME007155_01039,0.028945,0.10187
Fam_146301,GUT_GENOME251930_01715,0.00592857,0.0662357
Fam_627562,GUT_GENOME087214_01218,0.0397333,0.1834
Fam_504456,GUT_GENOME085622_00195,0.0089,0.0206
Fam_602512,GUT_GENOME121407_00712,0.0056,0.0647
Fam_539855,GUT_GENOME043081_00958,0.0552,0.0432
Fam_289451,GUT_GENOME011330_00658,0.0072,0.087
Fam_232739,GUT_GENOME007418_01745,0.0091,0.024
Fam_601823,GUT_GENOME134322_03211,0,0.076
Fam_353549,GUT_GENOME275250_00507,0.0197,0.0256
Fam_575946,GUT_GENOME251915_00819,0.0123,0.0664
Fam_584516,GUT_GENOME127603_02004,0.0122,0.0081
Fam_26795,GUT_GENOME151288_00459,0,0.1033
Fam_8140,GUT_GENOME234682_00258,0.0083,0.0636
Fam_557235,GUT_GENOME220674_00755,0.1427,0.24775
Fam_561768,GUT_GENOME018991_01240,0.0183,0.0097
Fam_440928,GUT_GENOME113884_00574,0.0422,0.0522
Fam_513820,GUT_GENOME234095_00024,0,0.0472
Fam_533293,GUT_GENOME059618_01083,0.0421687,0.08135
Fam_112986,GUT_GENOME069264_01617,0.0171,0.0203
Fam_475159,GUT_GENOME236831_00560,0.0134667,0.0482667
Fam_345472,GUT_GENOME257542_03124,0,0.0095
Fam_447180,GUT_GENOME233318_02170,0.199887,0.722722
Fam_487771,GUT_GENOME006443_00893,0.00511846,0.0329869
Fam_629286,GUT_GENOME253579_00230,0.0097,0.0833
Fam_603427,GUT_GENOME090808_00910,0.0179167,0.0298167
Fam_146364,GUT_GENOME189558_00449,0.0442,0.0237
Fam_90167,GUT_GENOME127918_03060,0.006975,0.019575
Fam_452504,GUT_GENOME211450_00363,0,0.0397
Fam_19344,GUT_GENOME259323_01166,0.0312,0.1353
Fam_479572,GUT_GENOME083384_00967,0.0308,0.0259
Fam_397903,GUT_GENOME008742_01230,0.0255357,0.05155
Fam_595011,GUT_GENOME058151_00720,0.188,0.05175
Fam_409887,GUT_GENOME047487_01988,0.0638143,0.482148
Fam_261676,GUT_GENOME149877_00208,0.019,0.0400625
Fam_338105,GUT_GENOME239384_00901,0.00284,0.03098
Fam_278316,GUT_GENOME225913_01745,0.0065,0.0166
Fam_239696,GUT_GENOME230670_00479,0.0598,0.0314
Fam_227180,GUT_GENOME242888_01822,0.0479571,0.0755714
Fam_420644,GUT_GENOME109011_00393,0.0775,0.0209
Fam_120626,GUT_GENOME004645_00537,0.0413,0.105633
Fam_605736,GUT_GENOME284621_00977,0.1063,0.5855
Fam_107901,GUT_GENOME093473_00804,0.00845,0.016775
Fam_187420,GUT_GENOME045063_00132,0.0369366,0.0952683
Fam_175065,GUT_GENOME016684_01735,0.0028,0.0137
Fam_555751,GUT_GENOME066687_00239,0.0594,0.0488
Fam_487503,GUT_GENOME128871_01542,0.013,0.07185
Fam_416006,GUT_GENOME014172_01163,0.0234333,0.0439667
Fam_127120,GUT_GENOME206329_01031,0.0036,0.0157
Fam_12661,GUT_GENOME211514_02635,0.1099,0.0472
Fam_250687,GUT_GENOME071907_01380,0.00949429,0.0469371
Fam_630491,GUT_GENOME226022_00361,0.106725,0.05895
Fam_572168,GUT_GENOME170449_00501,0.0412,0.0945
Fam_159716,GUT_GENOME158573_00387,0.0218,0.3213
Fam_308694,GUT_GENOME229068_00231,0.127933,0.129267
Fam_233208,GUT_GENOME088471_00054,0.10449,0.1096
Fam_396684,GUT_GENOME161016_00911,0.0232,0.1529
Fam_427667,GUT_GENOME072267_01024,0.0194143,0.0451429
Fam_572434,GUT_GENOME157698_00942,0.0095,0.0503
Fam_79982,GUT_GENOME155681_00937,0.01165,0.01265
Fam_91991,GUT_GENOME213518_01699,0.0074,0.0915
Fam_325082,GUT_GENOME192961_02240,0.0218,0.11005
Fam_55723,GUT_GENOME098442_01645,0.192,1.7217
Fam_310968,GUT_GENOME061688_00413,0.0855,0.1027
Fam_403750,GUT_GENOME269258_02053,0.0787385,0.3673
Fam_121009,GUT_GENOME109909_00715,0.07255,0.16935
Fam_493512,GUT_GENOME127043_00838,0.0171,0.06115
Fam_167677,GUT_GENOME067879_00298,0.2863,0.7629
Fam_618545,GUT_GENOME130302_00295,0.0895,0.25895
Fam_504200,GUT_GENOME244015_00236,0.0034,0.0133
Fam_155282,GUT_GENOME164086_01675,0.1266,0.025825
Fam_559745,GUT_GENOME159503_00620,0.0595,0.0408333
Fam_530369,GUT_GENOME069512_01478,0.08546,0.0791867
Fam_477740,GUT_GENOME081545_00276,0.0138667,0.0124667
Fam_211664,GUT_GENOME087229_00749,0.000788462,0.0370913
Fam_395584,GUT_GENOME235161_00470,0.021725,0.0590333
Fam_560304,GUT_GENOME249778_01845,0.0486,0.0243
Fam_244889,GUT_GENOME025723_01491,0.0578,0.0815667
Fam_229903,GUT_GENOME008308_01059,0.007,0.03
Fam_396385,GUT_GENOME090586_03651,0.0056,0.0125
Fam_141323,GUT_GENOME015305_02088,0.0337,0.0353
Fam_390330,GUT_GENOME014928_01287,0.00556667,0.0712333
Fam_523137,GUT_GENOME253642_00114,0.0178,0.122533
Fam_307904,GUT_GENOME089225_01773,0.0263571,0.159457
Fam_353249,GUT_GENOME047349_00778,0.0057,0.0122
Fam_91657,GUT_GENOME169949_01168,0.0048,0.02105
Fam_316573,GUT_GENOME065527_00001,0.0128,0.05135
Fam_26807,GUT_GENOME194121_00853,0.0132,0.0328571
Fam_144652,GUT_GENOME085915_01397,0.0033,0.0456
Fam_231441,GUT_GENOME022999_01035,0.0219,0.0196
Fam_16222,GUT_GENOME183119_00190,0.0023,0.0117
Fam_506134,GUT_GENOME101880_00938,0,0.0306
Fam_390697,GUT_GENOME152245_01655,0.0663,0.08775
Fam_53704,GUT_GENOME149906_01234,0.0043,0.08295
Fam_303416,GUT_GENOME003377_00885,0.0433333,0.0277333
Fam_542624,GUT_GENOME065312_00527,0.0111765,0.0172275
Fam_581346,GUT_GENOME235613_00112,0,0.0409
Fam_461116,GUT_GENOME114583_04015,0.1326,0.146
Fam_95558,GUT_GENOME190812_00426,0.0481,0.0149
Fam_149753,GUT_GENOME243486_00129,0.0136,0.0671
Fam_353119,GUT_GENOME152667_01516,0.0566,0.0206
Fam_572715,GUT_GENOME139623_00491,0.142167,0.2143
Fam_295884,GUT_GENOME109609_01733,0.121,0.6501
Fam_107866,GUT_GENOME035122_03926,0,0.0614
Fam_539125,GUT_GENOME245584_04464,0.133933,0.130867
Fam_508131,GUT_GENOME222772_01931,0.0176,0.0335
Fam_318707,GUT_GENOME027748_00683,0.0186667,0.175467
Fam_383930,GUT_GENOME090140_00460,0.00498,0.0705
Fam_47295,GUT_GENOME013474_00476,0.0309667,0.0492
Fam_64926,GUT_GENOME233819_00499,0.00734286,0.0118143
Fam_557245,GUT_GENOME155448_01288,0.0661859,0.0678518
Fam_5110,GUT_GENOME180877_01738,0.0114,0.1505
Fam_194204,GUT_GENOME286240_01136,0.0049,0.0374
Fam_356050,GUT_GENOME071382_00318,0.0122077,0.0323538
Fam_573839,GUT_GENOME243089_00991,0.0067,0.0168
Fam_358151,GUT_GENOME234198_01649,0.04774,0.0321
Fam_625996,GUT_GENOME026750_00432,0.0113,0.0533
Fam_241143,GUT_GENOME032633_00245,0.0687,0.2699
Fam_616206,GUT_GENOME254479_00633,0.00562,0.0303933
Fam_124012,GUT_GENOME179005_04948,0.0258,0.0653
Fam_13838,GUT_GENOME023878_00302,0.05185,0.06325
Fam_137568,GUT_GENOME239337_01137,0.0111,0.0392667
Fam_462253,GUT_GENOME151100_01189,0.0918,0.4055
Fam_582024,GUT_GENOME194700_01710,0.011,0.0253
Fam_166483,GUT_GENOME254484_01848,0.01004,0.06614
Fam_167319,GUT_GENOME122903_01898,0.0229667,0.0328222
Fam_334474,GUT_GENOME234851_00732,0.0428,0.04814
Fam_196629,GUT_GENOME252765_01018,0.0248714,0.0381429
Fam_520010,GUT_GENOME065704_00429,0.03,0.0597
Fam_443485,GUT_GENOME236164_00157,0.03785,0.0471
Fam_338339,GUT_GENOME274210_01819,0.1488,0.100467
Fam_177162,GUT_GENOME241011_01693,0.0208,0.07918
Fam_340310,GUT_GENOME054070_01472,0.02,0.0242
Fam_102440,GUT_GENOME281040_00533,0.0142,0.0437
Fam_304943,GUT_GENOME151733_01768,0.0053,0.01622
Fam_347922,GUT_GENOME027345_00031,0.0191422,0.0918937
Fam_551743,GUT_GENOME119024_00331,0.0064,0.0165
Fam_30235,GUT_GENOME285007_01085,0.0155,0.0542
Fam_310451,GUT_GENOME025598_00721,0.0027,0.0401
Fam_368491,GUT_GENOME065665_01482,0.0151,0.0918
Fam_404108,GUT_GENOME057899_00398,0.023,0.0466
Fam_88702,GUT_GENOME148297_00783,0.0482167,0.0705
Fam_157041,GUT_GENOME132573_00303,0.0031925,0.0363425
Fam_560338,GUT_GENOME169432_00368,0.0255,0.11335
Fam_399420,GUT_GENOME063982_03306,0,0.0668
Fam_298821,GUT_GENOME220698_01477,0.0786,0.2308
Fam_157607,GUT_GENOME008682_00818,0.0234,0.0111
Fam_313887,GUT_GENOME010610_04041,0.0014,0.0069
Fam_248795,GUT_GENOME011256_01020,0,0.0404
Fam_229666,GUT_GENOME063438_00462,0.1367,0.52815
Fam_42081,GUT_GENOME090679_00814,0.00458,0.13232
Fam_107942,GUT_GENOME038089_00639,0.03,0.0462
Fam_307398,GUT_GENOME067248_00964,0.0348,0.1441
Fam_564897,GUT_GENOME125011_01666,0.0371,0.3431
Fam_135293,GUT_GENOME055333_00090,0.0352667,0.0318667
Fam_539695,GUT_GENOME258617_00028,0.00897413,0.127485
Fam_174670,GUT_GENOME009216_00761,0.015,0.0453
Fam_44007,GUT_GENOME014159_01245,0.02438,0.01588
Fam_448154,GUT_GENOME233576_00550,0.02801,0.05547
Fam_112143,GUT_GENOME080722_00152,0.0171,0.0145
Fam_502136,GUT_GENOME093678_00744,0.0237111,0.0397111
Fam_191430,GUT_GENOME095778_01206,0.0213667,0.0395667
Fam_35800,GUT_GENOME117408_00961,0.0100333,0.0452111
Fam_127634,GUT_GENOME098053_02035,0.0823,0.0412
Fam_629484,GUT_GENOME137647_00024,0.2576,1.5103
Fam_495023,GUT_GENOME251321_01073,0,0.0630667
Fam_497456,GUT_GENOME012836_00266,0.00336667,0.4541
Fam_15681,GUT_GENOME025514_00991,0.1189,0.0676
Fam_480485,GUT_GENOME070509_01548,0.0199667,0.1007
Fam_492925,GUT_GENOME014329_01563,0.0042,0.0228
Fam_283066,GUT_GENOME001073_02287,0.00723333,0.0484
Fam_190907,GUT_GENOME271559_00538,0.001175,0.015975
Fam_39483,GUT_GENOME005951_00961,0.0624,0.0579
Fam_330197,GUT_GENOME155449_00799,0.03593,0.06322
Fam_40731,GUT_GENOME213376_00348,0.0089,0.0496
Fam_20762,GUT_GENOME090984_00781,0.0267,0.0363
Fam_434342,GUT_GENOME067205_01256,0.00507391,0.0356739
Fam_357995,GUT_GENOME256981_00801,0.0048,0.0518
Fam_163552,GUT_GENOME066760_00651,0.0268714,0.0661143
Fam_560026,GUT_GENOME081575_01082,0.00455714,0.0231286
Fam_303620,GUT_GENOME043741_00931,0.0214,0.0939
Fam_52009,GUT_GENOME257370_01842,0.04535,0.0085
Fam_48266,GUT_GENOME214241_00029,0.0028,0.0104
Fam_533500,GUT_GENOME087158_00462,0.0185,0.03
Fam_392266,GUT_GENOME277434_00166,0.0339,0.0632
Fam_436279,GUT_GENOME019511_00489,0.134933,0.116383
Fam_379135,GUT_GENOME279390_01673,0.046926,0.130581
Fam_440735,GUT_GENOME275689_00059,0,0.036
Fam_547701,GUT_GENOME259518_00883,0.0102,0.0257
Fam_146948,GUT_GENOME218922_02180,0.0062,0.0176
Fam_529569,GUT_GENOME139775_00508,0.0275,0.061
Fam_378575,GUT_GENOME239853_00479,0.005,0.1804
Fam_486625,GUT_GENOME266844_01982,0.0147,0.0211
Fam_204547,GUT_GENOME014934_02666,0.0338833,0.170933
Fam_604534,GUT_GENOME109794_00287,0.4885,1.3737
Fam_59620,GUT_GENOME153118_01611,0.00423333,0.0186333
Fam_245835,GUT_GENOME082963_02229,0.0431,0.1203
Fam_238278,GUT_GENOME155684_01062,0.0252,0.0285
Fam_598301,GUT_GENOME151707_01486,0.2797,0.2647
Fam_527813,GUT_GENOME187143_02126,0,0.0815
Fam_284593,GUT_GENOME074482_00667,0.013,0.032
Fam_359242,GUT_GENOME120328_01968,0.12172,0.65808
Fam_600210,GUT_GENOME030551_01570,0.0083,0.0774167
Fam_88910,GUT_GENOME045752_00068,0.015,0.1112
Fam_611820,GUT_GENOME112455_02484,0.2914,0.1139
Fam_2512,GUT_GENOME074818_00258,0.01192,0.03384
Fam_171408,GUT_GENOME009596_00935,0.0132,0.0657
Fam_509851,GUT_GENOME068078_01624,0.0125,0.0225
Fam_386999,GUT_GENOME131280_01675,0.0595324,0.0783486
Fam_545897,GUT_GENOME109118_00687,0.00562969,0.0634766
Fam_563912,GUT_GENOME023195_01146,0.00563333,0.0158333
Fam_584931,GUT_GENOME075001_01572,0.004,0.0353
Fam_39569,GUT_GENOME193336_01158,0.0106667,0.138233
Fam_227198,GUT_GENOME188421_01694,0.0394429,0.0871714
Fam_59946,GUT_GENOME274458_01356,0.02478,0.09742
Fam_547350,GUT_GENOME132070_00901,0.0123,0.0823
Fam_213369,GUT_GENOME243413_00191,0.2103,0.8043
Fam_232842,GUT_GENOME264976_00280,0.117785,0.607085
Fam_519614,GUT_GENOME029305_03463,0.007,0.0107
Fam_272201,GUT_GENOME160906_00250,0.0322786,0.07425
Fam_431411,GUT_GENOME132963_01076,0.00644,0.061235
Fam_100210,GUT_GENOME286882_02035,0.0322882,0.0396529
Fam_422700,GUT_GENOME020996_01177,0.0033,0.0707667
Fam_542148,GUT_GENOME149588_02548,0.0125,0.0875
Fam_97912,GUT_GENOME044179_00767,0.3755,0.9111
Fam_265280,GUT_GENOME060271_03744,0.007995,0.01565
Fam_350364,GUT_GENOME189556_00812,0.0198,0.1659
Fam_6777,GUT_GENOME127798_02982,0,0.0438
Fam_416423,GUT_GENOME024247_02132,0,0.0412
Fam_560,GUT_GENOME012374_01052,0.0048,0.0068
Fam_531433,GUT_GENOME133171_00681,0,0.02745
Fam_425063,GUT_GENOME284276_01177,0.114725,0.114075
Fam_201784,GUT_GENOME128356_00310,0.1575,0.3949
Fam_488502,GUT_GENOME157940_01111,0.129575,0.404525
Fam_422304,GUT_GENOME019100_01960,0.0134,0.0305
Fam_597541,GUT_GENOME146531_01300,0.0316038,0.0343231
Fam_122420,GUT_GENOME191268_02129,0.0979,0.497367
Fam_349403,GUT_GENOME075997_02058,0.028,0.0356
Fam_556037,GUT_GENOME195120_00538,0.0305,0.0512
Fam_406042,GUT_GENOME128775_00567,0.00333333,0.08785
Fam_354871,GUT_GENOME022233_01108,0.0231,0.0101
Fam_381669,GUT_GENOME114842_01631,0.0791667,0.400067
Fam_272453,GUT_GENOME252404_00915,0.1001,0.0748
Fam_355720,GUT_GENOME141720_01891,0.0464,0.0826
Fam_49068,GUT_GENOME235723_01611,0.0382167,0.185333
Fam_11404,GUT_GENOME239271_01686,0.100638,0.03375
Fam_356739,GUT_GENOME079551_00106,0.00468276,0.0184052
Fam_230716,GUT_GENOME221012_00917,0.01052,0.06063
Fam_602587,GUT_GENOME011178_01346,0.00493333,0.0164
Fam_114515,GUT_GENOME013728_01464,0.00382368,0.0590947
Fam_95911,GUT_GENOME010808_00007,0.01726,0.12542
Fam_462679,GUT_GENOME266851_00103,0.0363838,0.181176
Fam_177457,GUT_GENOME051482_00695,0.0829,0.0662333
Fam_440269,GUT_GENOME205410_00873,0.0167425,0.188355
Fam_101021,GUT_GENOME161809_00082,0.0168667,0.0624667
Fam_97787,GUT_GENOME065806_01324,0,0.0493
Fam_519378,GUT_GENOME011385_01191,0.0512667,0.0654333
Fam_150007,GUT_GENOME077687_00164,0.0276238,0.0205333
Fam_123382,GUT_GENOME117286_01352,0.02564,0.0637171
Fam_599959,GUT_GENOME021313_01371,0,0.0582
Fam_479444,GUT_GENOME141314_01830,0,0.1105
Fam_333949,GUT_GENOME279670_00105,0.0386906,0.0398811
Fam_373617,GUT_GENOME080283_00374,0.0158273,0.0344273
Fam_333240,GUT_GENOME245279_00858,0.0052,0.0147
Fam_597850,GUT_GENOME280727_01619,0.0170333,0.0189
Fam_411024,GUT_GENOME153055_01631,0.0236,0.0261
Fam_260487,GUT_GENOME047550_00512,0.0243686,0.0499629
Fam_298981,GUT_GENOME079250_00176,0.14895,0.01955
Fam_119319,GUT_GENOME147967_01491,0.0133,0.3691
Fam_27406,GUT_GENOME119612_01902,0.0291524,0.0521333
Fam_137708,GUT_GENOME278932_00947,0.0192524,0.0329762
Fam_176060,GUT_GENOME039254_00282,0.03825,0.0389
Fam_415096,GUT_GENOME093710_00692,0.0819,0.0414
Fam_285842,GUT_GENOME114282_00678,0.0052,0.0361
Fam_382437,GUT_GENOME112994_01431,0.01315,0.07325
Fam_262474,GUT_GENOME262268_01204,0.01,0.0914333
Fam_289752,GUT_GENOME234983_00649,0.0064,0.01618
Fam_432441,GUT_GENOME273332_00817,0.0168447,0.0182368
Fam_548501,GUT_GENOME234545_00619,0.08724,0.33674
Fam_359089,GUT_GENOME044138_01287,0.05015,0.0335
Fam_279590,GUT_GENOME067876_01237,0.0105,0.0482
Fam_205001,GUT_GENOME139893_00698,0.0245355,0.0688387
Fam_426100,GUT_GENOME062184_03864,0.0657,0.0466
Fam_24067,GUT_GENOME043886_00933,0.0326333,0.0795476
Fam_412904,GUT_GENOME090838_00135,0.168,0.1146
Fam_178750,GUT_GENOME234671_00632,0.605289,0.359359
Fam_572084,GUT_GENOME018676_02029,0.0073,0.0108
Fam_182572,GUT_GENOME217899_01022,0.1683,0.3691
Fam_333278,GUT_GENOME199470_01667,0.0691,0.0945
Fam_156016,GUT_GENOME018676_02311,0.0131,0.0065
Fam_402669,GUT_GENOME125600_01182,0.0129,0.1178
Fam_482864,GUT_GENOME158145_00775,0.003325,0.01525
Fam_474149,GUT_GENOME234586_02265,0.0411,0.0781
Fam_187169,GUT_GENOME171439_00848,0,0.0548
Fam_377791,GUT_GENOME025520_00081,0.025,0.033
Fam_277009,GUT_GENOME116281_01135,0.0104,0.0268
Fam_120405,GUT_GENOME237904_01133,0.0082,0.086
Fam_478648,GUT_GENOME058220_01242,0.01328,0.02918
Fam_437056,GUT_GENOME259304_01513,0.0281,0.03705
Fam_575065,GUT_GENOME102591_00710,0.0325,0.0528
Fam_91658,GUT_GENOME035329_01032,0.01905,0.1109
Fam_151377,GUT_GENOME115990_00988,0.0214143,0.0125286
Fam_202849,GUT_GENOME157195_00153,0.0052,0.017775
Fam_348693,GUT_GENOME107781_01318,0.00102,0.0263
Fam_194536,GUT_GENOME136249_02360,0.0205,0.0534
Fam_554711,GUT_GENOME070933_00200,0.3528,0.3251
Fam_593672,GUT_GENOME075853_00409,0.005,0.0426
Fam_590018,GUT_GENOME014210_01148,0.0044,0.0212
Fam_218380,GUT_GENOME096442_03806,0.0372,0.2925
Fam_259374,GUT_GENOME222318_00851,0.0187,0.0621467
Fam_408388,GUT_GENOME085192_00267,0.003225,0.0121
Fam_596075,GUT_GENOME180229_01278,0.0499,0.0866
Fam_603204,GUT_GENOME003533_00889,0.053875,0.1727
Fam_177258,GUT_GENOME224277_03222,0.3452,0.2714
Fam_130929,GUT_GENOME267718_00101,0,0.118
Fam_215776,GUT_GENOME181463_00248,0.106,0.0688
Fam_310054,GUT_GENOME024531_00355,0.1224,0.09745
Fam_280576,GUT_GENOME068146_01831,0.01247,0.01183
Fam_369934,GUT_GENOME000780_02013,0.0262,0.0541
Fam_112078,GUT_GENOME017728_00060,0.0304,0.413116
Fam_265008,GUT_GENOME208488_01292,0.0147,0.0324
Fam_534304,GUT_GENOME080091_01236,0.0169833,0.01265
Fam_509241,GUT_GENOME126612_01088,0.0190455,0.124418
Fam_557310,GUT_GENOME139101_02238,0.00391111,0.0478333
Fam_521396,GUT_GENOME143220_00006,0.0116333,0.0360333
Fam_318357,GUT_GENOME016270_01941,0.000529412,0.0233647
Fam_91079,GUT_GENOME057389_01752,0.0379,0.0286
Fam_483923,GUT_GENOME025364_01241,0,0.0185
Fam_191044,GUT_GENOME236711_00053,0.0035619,0.0643
Fam_310141,GUT_GENOME228719_00556,0.248533,0.230033
Fam_523456,GUT_GENOME077289_01446,0.208516,0.597579
Fam_609727,GUT_GENOME243374_00744,0.0506,0.0745
Fam_373801,GUT_GENOME218038_01875,0.0611,0.2064
Fam_434778,GUT_GENOME119866_01238,0.0045,0.0772
Fam_396627,GUT_GENOME134486_00461,0.00285,0.00935
Fam_188236,GUT_GENOME020936_01674,0.0847758,0.339842
Fam_527881,GUT_GENOME117021_00700,0.0153,0.031
Fam_419513,GUT_GENOME122231_01533,0.0088,0.0643
Fam_314264,GUT_GENOME073860_01698,0.0071,0.0919
Fam_418355,GUT_GENOME091510_00455,0.0029,0.02695
Fam_594654,GUT_GENOME120212_02005,0.0973,0.0113
Fam_188087,GUT_GENOME103829_03494,0.0612,0.0456
Fam_158002,GUT_GENOME123573_00389,0.0549,0.0094
Fam_143398,GUT_GENOME265469_01050,0.0103,0.0226
Fam_2226,GUT_GENOME004917_02605,0.16545,0.054275
Fam_205379,GUT_GENOME276442_01190,0.0058,0.0234
Fam_482817,GUT_GENOME037321_01612,0.0379,0.6633
Fam_389632,GUT_GENOME267219_00818,0.01595,0.118386
Fam_554162,GUT_GENOME207165_00447,0.0123667,0.164017
Fam_616639,GUT_GENOME101855_01495,0.0566,0.0834333
Fam_418079,GUT_GENOME071916_01176,0.0335,0.051
Fam_170797,GUT_GENOME239423_00097,0.00638,0.0184
Fam_74401,GUT_GENOME223295_00567,0.0053,0.0761
Fam_586329,GUT_GENOME221676_00375,0.00515,0.025375
Fam_527527,GUT_GENOME030461_01143,0.0765,0.0553
Fam_148170,GUT_GENOME123417_00612,0.0346071,0.0686714
Fam_70952,GUT_GENOME156567_00377,0.0821,0.109
Fam_450640,GUT_GENOME116656_00883,0.0218,0.0200276
Fam_75108,GUT_GENOME080886_01077,0.0368,0.0232
Fam_448398,GUT_GENOME239333_00892,0.0024,0.0254
Fam_560456,GUT_GENOME054524_00589,0.136033,0.1262
Fam_83348,GUT_GENOME060908_00765,0.020177,0.0690513
Fam_151776,GUT_GENOME239492_00228,0.00361111,0.0524222
Fam_435306,GUT_GENOME170539_00061,0.0228,0.0739
Fam_110611,GUT_GENOME099982_01228,0.0132,0.0803
Fam_245723,GUT_GENOME169939_00593,0.0052,0.0733
Fam_157489,GUT_GENOME154058_00423,0.033,0.03
Fam_403585,GUT_GENOME216921_01805,0.0138,0.28035
Fam_217922,GUT_GENOME187885_02066,0.0052,0.021
Fam_237524,GUT_GENOME162363_00810,0.00287869,0.0261475
Fam_303828,GUT_GENOME041364_00577,0.0032,0.033
Fam_468868,GUT_GENOME157215_01390,0,0.0103
Fam_147295,GUT_GENOME184036_00779,0.1358,0.1291
Fam_343418,GUT_GENOME223836_01051,0.1901,0.9556
Fam_79925,GUT_GENOME189942_01384,0.0987,0.6724
Fam_133844,GUT_GENOME034006_01220,0.0275981,0.0129537
Fam_494778,GUT_GENOME245281_01029,0.0247611,0.0240635
Fam_67865,GUT_GENOME237914_00384,0.202566,0.563404
Fam_618150,GUT_GENOME101136_03308,0.0203,0.0459
Fam_191479,GUT_GENOME155078_00230,0.0457,0.0489
Fam_572309,GUT_GENOME163520_01056,0.02164,0.01491
Fam_233105,GUT_GENOME132325_00861,0.007,0.0128182
Fam_595927,GUT_GENOME103275_00365,0.0128,0.0246
Fam_549076,GUT_GENOME105289_01129,0.0035,0.0167
Fam_441196,GUT_GENOME000534_03492,0.1824,1.8498
Fam_177556,GUT_GENOME238766_01561,0.0981667,0.264833
Fam_441442,GUT_GENOME219489_01311,0.0829,0.0705
Fam_20123,GUT_GENOME112679_01287,0.0296,0.0175
Fam_110007,GUT_GENOME015757_01547,0.0065,0.06845
Fam_434390,GUT_GENOME156217_01422,0.1661,0.3639
Fam_247664,GUT_GENOME009596_00575,0,0.1316
Fam_344235,GUT_GENOME009444_01152,0.1479,0.1131
Fam_497940,GUT_GENOME076762_00038,0.03565,0.01225
Fam_587750,GUT_GENOME228003_01153,0.0331,0.0711
Fam_385644,GUT_GENOME018790_00477,0.046,0.05665
Fam_180312,GUT_GENOME128480_01028,0.0937,0.4523
Fam_18463,GUT_GENOME157381_00600,0.0326,0.0258
Fam_188978,GUT_GENOME275528_00072,0.0166696,0.04715
Fam_40422,GUT_GENOME255884_00074,0.1524,0.136
Fam_134541,GUT_GENOME190257_00844,0.0153413,0.0123304
Fam_550963,GUT_GENOME225976_02127,0.1493,0.0641
Fam_80092,GUT_GENOME210225_01447,0.016,0.0104
Fam_292520,GUT_GENOME281510_00479,0.0698,0.2834
Fam_322409,GUT_GENOME243626_01256,0.0151,0.1287
Fam_611804,GUT_GENOME058051_01612,0.0205,0.214533
Fam_436038,GUT_GENOME086272_01377,0.0075,0.0172
Fam_576069,GUT_GENOME118146_00197,0.096,0.0867
Fam_296755,GUT_GENOME269586_00317,0.0277429,0.0776
Fam_573063,GUT_GENOME155973_00445,0.0283,0.0517
Fam_133759,GUT_GENOME235368_01303,0,0.0557
Fam_269555,GUT_GENOME157382_01240,0.0899143,0.613257
Fam_336500,GUT_GENOME015341_01961,0.0093225,0.0997325
Fam_612145,GUT_GENOME247966_02533,0.04905,0.1045
Fam_387754,GUT_GENOME021853_00027,0.03722,0.0659
Fam_547572,GUT_GENOME121923_01179,0.0457667,0.0448667
Fam_56587,GUT_GENOME207447_03434,0,0.0847
Fam_42061,GUT_GENOME137383_01630,0.0109,0.0193
Fam_189819,GUT_GENOME139141_01028,0.0271,0.0708
Fam_469689,GUT_GENOME084619_00152,8e-04,0.02875
Fam_74846,GUT_GENOME233565_00682,0.0108,0.159633
Fam_459012,GUT_GENOME236085_00072,0.0142,0.1944
Fam_88967,GUT_GENOME079105_01170,0.07675,0.1139
Fam_183690,GUT_GENOME117571_00840,0.0184875,0.0210938
Fam_432217,GUT_GENOME022195_02431,0.07565,0.051675
Fam_392041,GUT_GENOME002658_02333,0.0142638,0.0129234
Fam_20099,GUT_GENOME188373_01165,0.1854,0.5598
Fam_353900,GUT_GENOME242490_00226,0.0071,0.0708
